Age,Earnings Past 12 Months,Usual Weekly Hours,Female,Married,No High School Degree,High School Degree or GED,Some College,Associates Degree,Bachelors Degree,Masters Degree,Professional Degree,Doctorate,Employed,White,Black,American Indian or Native American,Asian,Hawaiian or Pacific Islander,Other Race,Biracial,Hispanic,Worked 40+ Weeks During Past 12 Months,Worked 35+ Hours in a Typical Week
27,005000,30,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,00
19,002000,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,00
18,000000,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
21,000000,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
33,060000,40,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
56,040000,30,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,00
49,052000,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,01
46,035000,40,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01
53,017000,60,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
21,003500,20,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
57,030000,40,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
39,085000,40,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,01
56,000000,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,00
40,000000,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
45,052000,40,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,01
54,000000,33,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,00
42,063000,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,01
44,000000,,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
23,004000,32,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
32,012000,30,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,00
55,000000,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
38,125000,40,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
31,014000,40,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
23,020000,40,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
47,000000,,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,00
55,006000,40,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,01
27,000000,,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
32,026000,40,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,01
63,000000,,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
51,000000,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
34,065000,40,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
30,055000,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
19,004000,25,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,00
22,012500,30,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,00
40,088000,40,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,01
64,000000,,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
23,054000,36,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
52,000000,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,00
24,000000,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,00
51,012000,19,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,00
32,024000,40,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,01
30,000000,,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
28,010000,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,01
46,046000,40,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
55,090000,50,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
55,062000,40,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
48,000000,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,00
63,000000,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
41,026000,40,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,01
49,152000,56,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,01
55,398000,60,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
53,060000,45,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,01
59,000000,40,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
45,002700,10,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,00
34,140000,45,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
62,100000,56,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
27,040000,40,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,01
64,000000,,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
61,000000,,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,00
20,002000,40,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,01
50,006000,35,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
34,000000,,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,00
40,033300,35,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
42,000000,40,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
52,000000,40,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,01
63,043000,36,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
59,000000,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
18,000000,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00
56,044500,40,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
46,000400,16,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,00
58,012000,90,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,01
20,000000,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
35,022000,30,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,00
55,000000,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,00
49,080000,40,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,01
24,038400,40,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
34,045000,55,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,01
26,063000,40,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01
37,079000,40,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,01
19,000000,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,00
24,012000,40,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
39,072000,40,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,01
44,000000,40,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
49,000000,70,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
62,150000,40,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,01
57,000000,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
63,000000,15,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,00
47,000000,20,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,00
38,015400,50,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01
26,005600,18,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
31,032000,50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
20,000600,06,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
62,003000,25,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,00
52,080000,40,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
37,000000,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,00
54,001600,01,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,00
23,018800,96,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,01
39,048000,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
19,006000,10,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
39,060000,40,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
25,027000,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,01
45,075000,40,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,01
28,000000,40,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
32,020000,40,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,01
25,024000,42,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
64,014400,40,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,01
42,000000,,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
20,018000,60,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
35,048000,40,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
51,002000,20,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,00
48,000000,50,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,01
54,000000,40,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
43,000000,,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
38,000000,20,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,00
28,050000,40,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
38,073000,40,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,01
44,000000,,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,00
49,000000,30,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,00
34,100000,70,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
35,037000,40,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
28,000000,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
29,000000,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,00
50,023000,40,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
21,000000,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,00
26,000000,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,00
48,000000,,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,00
44,080000,40,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
30,000000,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
21,000000,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
51,018800,40,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
19,000000,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,00
28,033000,40,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,01
26,020000,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
58,059000,40,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
27,007000,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,01
44,000000,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,00
50,398000,56,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
32,000000,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
51,145000,40,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
61,030000,40,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
35,100000,40,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
21,000000,,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
55,050000,40,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,01
53,060000,70,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,01
48,036000,54,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
35,040000,40,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
18,003000,20,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,00
49,016600,38,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
25,055000,40,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
44,006000,40,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,01
21,006500,35,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,01
42,039000,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
62,022000,40,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
18,000000,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,00
21,000000,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
58,075000,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
31,000000,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
50,000000,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,00
60,016000,40,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01
31,120000,60,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
22,004000,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,00
24,025000,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
33,015000,40,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
34,057000,37,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
62,008000,20,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,00
28,125000,50,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,01
20,000000,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
42,398000,70,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
51,000000,,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
50,003000,05,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,00
20,000000,,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
58,000000,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00
53,060000,32,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,00
49,014300,40,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
43,040000,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
53,135000,40,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
23,030000,40,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
60,000000,60,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01
58,010000,24,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
18,000000,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
43,060000,40,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,01
52,000000,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,00
27,150000,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,01
29,025200,40,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,01
48,125000,40,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
59,000000,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,00
25,000000,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,00
19,000000,06,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,00
30,014000,50,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
25,006400,40,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,01
18,000000,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
55,048000,40,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,01
21,000000,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
58,020000,40,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
53,130000,40,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
40,050000,32,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,00
62,000000,,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
41,060000,40,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,01
33,052000,40,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,01
30,100000,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,01
52,100000,40,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
50,200000,40,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
34,000000,,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
26,000000,40,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,01
44,042000,48,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,01
56,000000,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
50,070000,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,01
33,030000,40,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
37,033700,40,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
38,000000,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,00
18,000200,06,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
18,000000,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
50,000000,15,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,00
45,000000,,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,00
27,038000,40,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,01
26,070000,40,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
45,000000,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
18,000000,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
35,029000,20,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,00
28,010300,25,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,00
51,027000,48,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
21,002900,20,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,00
22,000000,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00
63,054000,40,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
33,013000,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
60,015000,40,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01
51,000000,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
55,000000,,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
63,028000,40,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,01
18,000000,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00
32,080000,50,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
18,008000,20,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,00
53,072000,40,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,01
58,003600,15,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
51,000000,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
28,000000,,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
57,045000,40,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
53,000000,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00
37,000000,40,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,01
22,018000,40,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,01
59,180000,60,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,01
61,150000,48,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,01
50,023000,60,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,01
25,000000,,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,00
55,030000,32,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,00
26,040000,40,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,01
24,030000,45,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
25,024000,40,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,01
57,084000,50,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
62,000000,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,00
54,001000,15,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,00
53,032000,40,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
47,048000,40,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
31,002900,08,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,00
44,075000,55,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
27,040000,60,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
46,067000,45,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,01
26,005000,25,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
40,025000,40,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
47,050000,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,01
30,070000,60,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,01
23,002300,40,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01
31,000000,,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,00
38,114000,40,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,01
58,000000,,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,00
24,009000,14,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,00
20,019000,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
33,100000,40,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
20,016000,40,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
30,056000,50,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,01
41,040000,50,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,01
21,016300,40,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
23,040000,40,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,01
59,000000,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,00
42,007800,20,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,00
42,398000,30,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,00
36,016800,32,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,00
38,179000,50,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,01
32,000000,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00
21,000000,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00
42,000000,25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,00
52,052000,40,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,01
19,022500,30,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,00
